Unnamed: 0,height,img_name,label,width,x,y,file_path
2141.0,0.0,c2240.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2240.png
2142.0,0.0,c2241.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2241.png
2143.0,0.0,c2243.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2243.png
2144.0,0.0,c2246.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2246.png
2145.0,0.0,c2247.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2247.png
2146.0,0.0,c2248.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2248.png
2147.0,0.0,c2253.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2253.png
2148.0,0.0,c2254.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2254.png
2149.0,0.0,c2255.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2255.png
2150.0,0.0,c2257.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2257.png
2151.0,0.0,c2259.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2259.png
2152.0,0.0,c2260.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2260.png
2153.0,0.0,c2262.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2262.png
2154.0,0.0,c2267.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2267.png
2155.0,0.0,c2269.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2269.png
2156.0,0.0,c2273.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2273.png
2157.0,0.0,c2275.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2275.png
2158.0,0.0,c2281.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2281.png
2159.0,0.0,c2282.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2282.png
2160.0,0.0,c2284.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2284.png
2161.0,0.0,c2289.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2289.png
2162.0,0.0,c2290.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2290.png
2163.0,0.0,c2293.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2293.png
2164.0,0.0,c2296.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2296.png
2165.0,0.0,c2297.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2297.png
2166.0,0.0,c2301.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2301.png
2167.0,0.0,c2302.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2302.png
2168.0,0.0,c2306.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2306.png
2169.0,0.0,c2312.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2312.png
2170.0,0.0,c2318.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2318.png
2171.0,0.0,c2319.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2319.png
2172.0,0.0,c2320.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2320.png
2173.0,0.0,c2321.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2321.png
2174.0,0.0,c2323.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2323.png
2175.0,0.0,c2325.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2325.png
2176.0,0.0,c2326.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2326.png
2177.0,0.0,c2333.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2333.png
2178.0,0.0,c2337.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2337.png
2179.0,0.0,c2346.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2346.png
2180.0,0.0,c2349.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2349.png
2181.0,0.0,c2356.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2356.png
2182.0,0.0,c2358.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2358.png
2183.0,0.0,c2361.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2361.png
2184.0,0.0,c2364.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2364.png
2185.0,0.0,c2366.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2366.png
2186.0,0.0,c2370.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2370.png
2187.0,0.0,c2373.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2373.png
2188.0,0.0,c2374.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2374.png
2189.0,0.0,c2380.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2380.png
2190.0,0.0,c2383.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2383.png
2191.0,0.0,c2388.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2388.png
2192.0,0.0,c2394.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2394.png
2193.0,0.0,c2396.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2396.png
2194.0,0.0,c2400.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2400.png
2195.0,0.0,c2401.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2401.png
2196.0,0.0,c2402.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2402.png
2197.0,0.0,c2403.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2403.png
2198.0,0.0,c2407.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2407.png
2199.0,0.0,c2408.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2408.png
2200.0,0.0,c2410.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2410.png
2201.0,0.0,c2411.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2411.png
2202.0,0.0,c2413.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2413.png
2203.0,0.0,c2414.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2414.png
2204.0,0.0,c2415.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2415.png
2205.0,0.0,c2416.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2416.png
2206.0,0.0,c2417.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2417.png
2207.0,0.0,c2419.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2419.png
2208.0,0.0,c2420.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2420.png
2209.0,0.0,c2424.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2424.png
2210.0,0.0,c2426.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2426.png
2211.0,0.0,c2427.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2427.png
2212.0,0.0,c2428.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2428.png
2213.0,0.0,c2431.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2431.png
2214.0,0.0,c2441.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2441.png
2215.0,0.0,c2447.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2447.png
2216.0,0.0,c2450.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2450.png
2217.0,0.0,c2456.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2456.png
2218.0,0.0,c2461.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2461.png
2219.0,0.0,c2468.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2468.png
2220.0,0.0,c2471.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2471.png
2221.0,0.0,c2480.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2480.png
2222.0,0.0,c2488.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2488.png
2223.0,0.0,c2493.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2493.png
2224.0,0.0,c2500.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2500.png
2225.0,0.0,c2504.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2504.png
2226.0,0.0,c2505.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2505.png
2227.0,0.0,c2507.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2507.png
2228.0,0.0,c2508.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2508.png
2229.0,0.0,c2509.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2509.png
2230.0,0.0,c2510.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2510.png
2231.0,0.0,c2513.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2513.png
2232.0,0.0,c2514.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2514.png
2233.0,0.0,c2517.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2517.png
2234.0,0.0,c2523.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2523.png
2235.0,0.0,c2525.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2525.png
2236.0,0.0,c2527.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2527.png
2237.0,0.0,c2532.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2532.png
2238.0,0.0,c2534.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2534.png
2239.0,0.0,c2535.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2535.png
2240.0,0.0,c2536.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2536.png
2241.0,0.0,c2539.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2539.png
2242.0,0.0,c2545.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2545.png
2243.0,0.0,c2551.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2551.png
2244.0,0.0,c2555.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2555.png
2245.0,0.0,c2557.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2557.png
2246.0,0.0,c2558.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2558.png
2247.0,0.0,c2562.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2562.png
2248.0,0.0,c2564.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2564.png
2249.0,0.0,c2570.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2570.png
2250.0,0.0,c2577.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2577.png
2251.0,0.0,c2578.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2578.png
2252.0,0.0,c2581.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2581.png
2253.0,0.0,c2584.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2584.png
2254.0,0.0,c2586.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2586.png
2255.0,0.0,c2594.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2594.png
2256.0,0.0,c2596.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2596.png
2257.0,0.0,c2603.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2603.png
2258.0,0.0,c2604.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2604.png
2259.0,0.0,c2606.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2606.png
2260.0,0.0,c2608.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2608.png
2261.0,0.0,c2612.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2612.png
2262.0,0.0,c2614.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2614.png
2263.0,0.0,c2615.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2615.png
2264.0,0.0,c2616.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2616.png
2265.0,0.0,c2630.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2630.png
2266.0,0.0,c2634.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2634.png
2267.0,0.0,c2635.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2635.png
2268.0,0.0,c2639.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2639.png
2269.0,0.0,c2640.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2640.png
2270.0,0.0,c2642.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2642.png
2271.0,0.0,c2643.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2643.png
2272.0,0.0,c2646.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2646.png
2273.0,0.0,c2647.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2647.png
2274.0,0.0,c2648.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2648.png
2275.0,0.0,c2654.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2654.png
2276.0,0.0,c2657.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2657.png
2277.0,0.0,c2659.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2659.png
2278.0,0.0,c2660.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2660.png
2279.0,0.0,c2661.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2661.png
2280.0,0.0,c2663.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2663.png
2281.0,0.0,c2665.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2665.png
2282.0,0.0,c2666.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2666.png
2283.0,0.0,c2672.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2672.png
2284.0,0.0,c2674.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2674.png
2285.0,0.0,c2678.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2678.png
2286.0,0.0,c2681.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2681.png
2287.0,0.0,c2688.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2688.png
2288.0,0.0,c2690.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2690.png
2289.0,0.0,c2699.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2699.png
2290.0,0.0,c2700.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2700.png
2291.0,0.0,c2702.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2702.png
2292.0,0.0,c2707.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2707.png
2293.0,0.0,c2710.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2710.png
2294.0,0.0,c2713.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2713.png
2295.0,0.0,c2714.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2714.png
2296.0,0.0,c2715.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2715.png
2297.0,0.0,c2718.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2718.png
2298.0,0.0,c2720.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2720.png
2299.0,0.0,c2723.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2723.png
2300.0,0.0,c2726.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2726.png
2301.0,0.0,c2727.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2727.png
2302.0,0.0,c2728.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2728.png
2303.0,0.0,c2730.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2730.png
2304.0,0.0,c2735.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2735.png
2305.0,0.0,c2741.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2741.png
2306.0,0.0,c2742.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2742.png
2307.0,0.0,c2749.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2749.png
2308.0,0.0,c2750.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2750.png
2309.0,0.0,c2756.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2756.png
2310.0,0.0,c2759.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2759.png
2311.0,0.0,c2763.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2763.png
2312.0,0.0,c2764.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2764.png
2313.0,0.0,c2771.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2771.png
2314.0,0.0,c2777.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2777.png
2315.0,0.0,c2778.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2778.png
2316.0,0.0,c2787.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2787.png
2317.0,0.0,c2788.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2788.png
2318.0,0.0,c2790.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2790.png
2319.0,0.0,c2793.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2793.png
2320.0,0.0,c2797.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2797.png
2321.0,0.0,c2799.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2799.png
2322.0,0.0,c2801.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2801.png
2323.0,0.0,c2808.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2808.png
2324.0,0.0,c2809.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2809.png
2325.0,0.0,c2811.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2811.png
2326.0,0.0,c2812.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2812.png
2327.0,0.0,c2813.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2813.png
2328.0,0.0,c2819.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2819.png
2329.0,0.0,c2820.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2820.png
2330.0,0.0,c2821.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2821.png
2331.0,0.0,c2828.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2828.png
2332.0,0.0,c2829.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2829.png
2333.0,0.0,c2833.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2833.png
2334.0,0.0,c2835.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2835.png
2335.0,0.0,c2837.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2837.png
2336.0,0.0,c2841.mha,0,0.0,0.0,0.0,/content/drive/MyDrive/ML/DATASETS/NODE21/proccessed_data/images/c2841.png
